datetime,portfolio_value,cash,cash_deposits_total,cash_withdrawals_total,cash_adjustments_net_total,cash_financing_enabled,cash_financing_account_mode,cash_financing_credit_total,cash_financing_debit_total,cash_financing_net_total,cash_financing_days_accrued,cash_financing_events,cash_financing_last_credit_rate_used,cash_financing_last_debit_rate_used,positions,cash_deposits_period,cash_withdrawals_period,cash_adjustments_net_period,cash_financing_credit_period,cash_financing_debit_period,cash_financing_net_period,return,cash_adjusted_portfolio_value
2024-01-16 09:30:00-05:00,100590.71923828125,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100590.71923828125
2024-01-16 16:00:00-05:00,100590.71923828125,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100590.71923828125
2024-01-17 08:30:00-05:00,100322.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.00266742901877485,100322.40063476562
2024-01-17 09:30:00-05:00,100322.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100322.40063476562
2024-01-17 09:30:00-05:00,100322.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100322.40063476562
2024-01-17 16:00:00-05:00,100322.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100322.40063476562
2024-01-18 08:30:00-05:00,99964.64038085938,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.0035661053926402168,99964.64038085938
2024-01-18 09:30:00-05:00,99964.64038085938,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99964.64038085938
2024-01-18 09:30:00-05:00,99964.64038085938,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99964.64038085938
2024-01-18 16:00:00-05:00,99964.64038085938,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99964.64038085938
